بازیچۂ اطفال
سراسر تاختن
تاختن کو
کو شش
شش جہت
جہت یک
یک عرصہ
عرصہ جولاں
جولاں تھا
ہوا واماندگی
واماندگی سے
سے رہ
رہ رواں
رواں کی
کی فرق
فرق منزل
منزل کا
مجھے راہ
راہ سخن
سخن میں
میں خوف
خوف گم
گم راہی
راہی نہیں
نہیں غالب
عصاۓ خضر
خضر صحراۓ
صحراۓ سخن
سخن ہے
ہے خامہ
خامہ بے
بے دل
دل کا
نہ ہوگا
ہوگا یک
یک بیاباں
بیاباں ماندگی
ماندگی سے
سے ذوق
ذوق کم
کم میرا
حباب موجۂ
موجۂ رفتار
رفتار ہے
ہے نقش
نقش قدم
قدم میرا
محبت تھی
تھی چمن
چمن سے
سے لیکن
لیکن اب
اب یہ
یہ بے
بے دماغی
دماغی ہے
کہ موج
موج بوئے
بوئے گل
گل سے
سے ناک
ناک میں
میں آتا
آتا ہے
ہے دم
دم میرا
رہ خوابیدہ
خوابیدہ تھی
تھی گردن
گردن کش
کش یک
یک درس
درس آگاہی
زمیں کو
کو سیلئ
سیلئ استاد
استاد ہے
ہے نقش
نقش قدم
قدم میرا
سراغ آوارۂ
آوارۂ عرض
عرض دو
دو عالم
عالم شور
شور محشر
محشر ہوں
پرافشاں ہے
ہے غبار
غبار آں
آں سوئے
سوئے صحرائے
صحرائے عدم
عدم میرا
ہوائے صبح
صبح یک
یک عالم
عالم گریباں
گریباں چاکی
چاکی گل
گل ہے
دہان زخم
زخم پیدا
پیدا کر
کر اگر
اگر کھاتا
کھاتا ہے
ہے غم
غم میرا
نہ ہو
ہو وحشت
وحشت کش
کش درس
درس سراب
سراب سطر
سطر آگاہی
میں گرد
گرد راہ
راہ ہوں
ہوں بے
بے مدعا
مدعا ہے
ہے پیچ
پیچ خم
خم میرا
اسدؔ وحشت
وحشت پرست
پرست گوشۂ
گوشۂ تنہائی
تنہائی دل
دل ہے
برنگ موج
موج مے
مے خمیازۂ
خمیازۂ ساغر
ساغر ہے
ہے رم
رم میرا
نوید امن
امن ہے
ہے بیداد
بیداد دوست
دوست جاں
جاں کے
کے لیے
رہی نہ
نہ طرز
طرز ستم
ستم کوئی
کوئی آسماں
آسماں کے
کے لیے
بلا سے
سے گر
گر مژۂ
مژۂ یار
یار تشنۂ
تشنۂ خوں
خوں ہے
رکھوں کچھ
کچھ اپنی
اپنی بھی
بھی مژگان
مژگان خوں
خوں فشاں
فشاں کے
کے لیے
وہ زندہ
زندہ ہم
ہم ہیں
ہیں کہ
کہ ہیں
ہیں روشناس
روشناس خلق
خلق اے
اے خضر
نہ تم
تم کہ
کہ چور
چور بنے
بنے عمر
عمر جاوداں
جاوداں کے
کے لیے
رہا بلا
بلا میں
میں بھی
بھی میں
میں مبتلائے
مبتلائے آفت
آفت رشک
بلائے جاں
جاں ہے
ہے ادا
ادا تیری
تیری اک
اک جہاں
جہاں کے
کے لیے
فلک نہ
نہ دور
دور رکھ
رکھ اس
اس سے
سے مجھے
مجھے کہ
کہ میں
میں ہی
ہی نہیں
دراز دستی
دستی قاتل
قاتل کے
کے امتحاں
امتحاں کے
کے لیے
مثال یہ
یہ مری
مری کوشش
کوشش کی
کی ہے
ہے کہ
کہ مرغ
مرغ اسیر
کرے قفس
قفس میں
میں فراہم
فراہم خس
خس آشیاں
آشیاں کے
کے لیے
گدا سمجھ
سمجھ کے
کے وہ
وہ چپ
چپ تھا
تھا مری
مری جو
جو شامت
شامت آئی
اٹھا اور
اور اٹھ
اٹھ کے
کے قدم
قدم میں
میں نے
نے پاسباں
پاسباں کے
کے لیے
بہ قدر
قدر شوق
شوق نہیں
نہیں ظرف
ظرف تنگنائے
تنگنائے غزل
کچھ اور
اور چاہیے
چاہیے وسعت
وسعت مرے
مرے بیاں
بیاں کے
کے لیے
دیا ہے
ہے خلق
خلق کو
کو بھی
بھی تا
تا اسے
اسے نظر
نظر نہ
نہ لگے
بنا ہے
ہے عیش
عیش تجمل
تجمل حسین
حسین خاں
خاں کے
کے لیے
زباں پہ
پہ بار
بار خدایا
خدایا یہ
یہ کس
کس کا
کا نام
نام آیا
کہ میرے
میرے نطق
نطق نے
نے بوسے
بوسے مری
مری زباں
زباں کے
کے لیے
نصیر دولت
دولت دیں
دیں اور
اور معین
معین ملت
ملت ملک
بنا ہے
ہے چرخ
چرخ بریں
بریں جس
جس کے
کے آستاں
آستاں کے
کے لیے
زمانہ عہد
عہد میں
میں اس
اس کے
کے ہے
ہے محو
محو آرایش
بنیں گے
گے اور
اور ستارے
ستارے اب
اب آسماں
آسماں کے
کے لیے
ورق تمام
تمام ہوا
ہوا اور
اور مدح
مدح باقی
باقی ہے
سفینہ چاہیے
چاہیے اس
اس بحر
بحر بیکراں
بیکراں کے
کے لیے
ادائے خاص
خاص سے
سے غالبؔ
غالبؔ ہوا
ہوا ہے
ہے نکتہ
نکتہ سرا
صلائے عام
عام ہے
ہے یاران
یاران نکتہ
نکتہ داں
داں کے
کے لیے
ستائش گر
گر ہے
ہے زاہد
زاہد اس
اس قدر
قدر جس
جس باغ
باغ رضواں
رضواں کا
وہ اک
اک گلدستہ
گلدستہ ہے
ہے ہم
ہم بے
بے خودوں
خودوں کے
کے طاق
طاق نسیاں
نسیاں کا
بیاں کیا
کیا کیجیے
کیجیے بیداد
بیداد کاوش
کاوش ہائے
ہائے مژگاں
مژگاں کا
کہ ہر
ہر یک
یک قطرۂ
قطرۂ خوں
خوں دانہ
دانہ ہے
ہے تسبیح
تسبیح مرجاں
مرجاں کا
نہ آئی
آئی سطوت
سطوت قاتل
قاتل بھی
بھی مانع
مانع میرے
میرے نالوں
نالوں کو
لیا دانتوں
دانتوں میں
میں جو
جو تنکا
تنکا ہوا
ہوا ریشہ
ریشہ نیستاں
نیستاں کا
دکھاؤں گا
گا تماشا
تماشا دی
دی اگر
اگر فرصت
فرصت زمانے
زمانے نے
مرا ہر
ہر داغ
داغ دل
دل اک
اک تخم
تخم ہے
ہے سرو
سرو چراغاں
چراغاں کا
کیا آئینہ
آئینہ خانے
خانے کا
کا وہ
وہ نقشہ
نقشہ تیرے
تیرے جلوے
جلوے نے
کرے جو
جو پرتو
پرتو خورشید
خورشید عالم
عالم شبنمستاں
شبنمستاں کا
مری تعمیر
تعمیر میں
میں مضمر
مضمر ہے
ہے اک
اک صورت
صورت خرابی
خرابی کی
ہیولیٰ برق
برق خرمن
خرمن کا
کا ہے
ہے خون
خون گرم
گرم دہقاں
دہقاں کا
اگا ہے
ہے گھر
گھر میں
میں ہر
ہر سو
سو سبزہ
سبزہ ویرانی
ویرانی تماشا
تماشا کر
مدار اب
اب کھودنے
کھودنے پر
پر گھاس
گھاس کے
کے ہے
ہے میرے
میرے درباں
درباں کا
خموشی میں
میں نہاں
نہاں خوں
خوں گشتہ
گشتہ لاکھوں
لاکھوں آرزوئیں
آرزوئیں ہیں
چراغ مردہ
مردہ ہوں
ہوں میں
میں بے
بے زباں
زباں گور
گور غریباں
غریباں کا
ہنوز اک
اک پرتو
پرتو نقش
نقش خیال
خیال یار
یار باقی
باقی ہے
دل افسردہ
افسردہ گویا
گویا حجرہ
حجرہ ہے
ہے یوسف
یوسف کے
کے زنداں
زنداں کا
بغل میں
میں غیر
غیر کی
کی آج
آج آپ
آپ سوتے
سوتے ہیں
ہیں کہیں
کہیں ورنہ
سبب کیا
کیا خواب
خواب میں
میں کر
کر تبسم
تبسم ہائے
ہائے پنہاں
پنہاں کا
نہیں معلوم
معلوم کس
کس کس
کس کا
کا لہو
لہو پانی
پانی ہوا
ہوا ہوگا
قیامت ہے
ہے سرشک
سرشک آلودہ
آلودہ ہونا
ہونا تیری
تیری مژگاں
مژگاں کا
نظر میں
میں ہے
ہے ہماری
ہماری جادۂ
جادۂ راہ
راہ فنا
فنا غالبؔ
کہ یہ
یہ شیرازہ
شیرازہ ہے
ہے عالم
عالم کے
کے اجزائے
اجزائے پریشاں
پریشاں کا
دہر میں
میں نقش
نقش وفا
وفا وجہ
وجہ تسلی
تسلی نہ
نہ ہوا
ہے یہ
یہ وہ
وہ لفظ
لفظ کہ
کہ شرمندۂ
شرمندۂ معنی
معنی نہ
نہ ہوا
سبزۂ خط
خط سے
سے ترا
ترا کاکل
کاکل سرکش
سرکش نہ
نہ دبا
یہ زمرد
زمرد بھی
بھی حریف
حریف دم
دم افعی
افعی نہ
نہ ہوا
میں نے
نے چاہا
چاہا تھا
تھا کہ
کہ اندوہ
اندوہ وفا
وفا سے
سے چھوٹوں
وہ ستم
ستم گر
گر مرے
مرے مرنے
مرنے پہ
پہ بھی
بھی راضی
راضی نہ
نہ ہوا
دل گزر
گزر گاہ
گاہ خیال
خیال مے
مے ساغر
ساغر ہی
ہی سہی
گر نفس
نفس جادۂ
جادۂ سر
سر منزل
منزل تقوی
تقوی نہ
نہ ہوا
ہوں ترے
ترے وعدہ
وعدہ نہ
نہ کرنے
کرنے میں
میں بھی
بھی راضی
راضی کہ
کہ کبھی
گوش منت
منت کش
کش گلبانگ
گلبانگ تسلی
تسلی نہ
نہ ہوا
کس سے
سے محرومیٔ
محرومیٔ قسمت
قسمت کی
کی شکایت
شکایت کیجے
ہم نے
نے چاہا
چاہا تھا
تھا کہ
کہ مر
مر جائیں
جائیں سو
سو وہ
وہ بھی
بھی نہ
نہ ہوا
مر گیا
گیا صدمۂ
صدمۂ یک
یک جنبش
جنبش لب
لب سے
سے غالبؔ
ناتوانی سے
سے حریف
حریف دم
دم عیسی
عیسی نہ
نہ ہوا
نہ ہوئی
ہوئی ہم
ہم سے
سے رقم
رقم حیرت
حیرت خط
خط رخ
رخ یار
صفحۂ آئنہ
آئنہ جولاں
جولاں گہ
گہ طوطی
طوطی نہ
نہ ہوا
وسعت رحمت
رحمت حق
حق دیکھ
دیکھ کہ
کہ بخشا
بخشا جاوے
مجھ سا
سا کافر
کافر کہ
کہ جو
جو ممنون
ممنون معاصی
معاصی نہ
نہ ہوا
شمار سبحہ
سبحہ مرغوب
مرغوب بت
بت مشکل
مشکل پسند
پسند آیا
تماشاۓ بہ
بہ یک
یک کف
کف بردن
بردن صد
صد دل
دل پسند
پسند آیا
بہ فیض
فیض بے
بے دلی
دلی نومیدی
نومیدی جاوید
جاوید آساں
آساں ہے
کشایش کو
کو ہمارا
ہمارا عقدۂ
عقدۂ مشکل
مشکل پسند
پسند آیا
ہوائے سیر
سیر گل
گل آئینۂ
آئینۂ بے
بے مہری
مہری قاتل
کہ انداز
انداز بہ
بہ خوں
خوں غلتیدن
غلتیدن بسمل
بسمل پسند
پسند آیا
روانی ہاۓ
ہاۓ موج
موج خون
خون بسمل
بسمل سے
سے ٹپکتا
ٹپکتا ہے
کہ لطف
لطف بے
بے تحاشا
تحاشا رفتن
رفتن قاتل
قاتل پسند
پسند آیا
اسدؔ ہر
ہر جا
جا سخن
سخن نے
نے طرح
طرح باغ
باغ تازہ
تازہ ڈالی
ڈالی ہے
مجھے رنگ
رنگ بہار
بہار ایجادی
ایجادی بیدل
بیدل پسند
پسند آیا
دھمکی میں
میں مر
مر گیا
گیا جو
جو نہ
نہ باب
باب نبرد
نبرد تھا
عشق نبرد
نبرد پیشہ
پیشہ طلب
طلب گار
گار مرد
مرد تھا
تھا زندگی
زندگی میں
میں مرگ
مرگ کا
کا کھٹکا
کھٹکا لگا
لگا ہوا
اڑنے سے
سے پیشتر
پیشتر بھی
بھی مرا
مرا رنگ
رنگ زرد
زرد تھا
تالیف نسخہ
نسخہ ہائے
ہائے وفا
وفا کر
کر رہا
رہا تھا
تھا میں
مجموعۂ خیال
خیال ابھی
ابھی فرد
فرد فرد
فرد تھا
دل تا
تا جگر
جگر کہ
کہ ساحل
ساحل دریائے
دریائے خوں
خوں ہے
ہے اب
اس رہ
رہ گزر
گزر میں
میں جلوۂ
جلوۂ گل
گل آگے
آگے گرد
گرد تھا
جاتی ہے
ہے کوئی
کوئی کشمکش
کشمکش اندوہ
اندوہ عشق
عشق کی
دل بھی
بھی اگر
اگر گیا
گیا تو
تو وہی
وہی دل
دل کا
کا درد
درد تھا
احباب چارہ
چارہ سازی
سازی وحشت
وحشت نہ
نہ کر
کر سکے
زنداں میں
میں بھی
بھی خیال
خیال بیاباں
بیاباں نورد
نورد تھا
یہ لاش
لاش بے
بے کفن
کفن اسدؔ
اسدؔ خستہ
خستہ جاں
جاں کی
کی ہے
حق مغفرت
مغفرت کرے
کرے عجب
عجب آزاد
آزاد مرد
مرد تھا
شوق ہر
ہر رنگ
رنگ رقیب
رقیب سر
سر ساماں
ساماں نکلا
قیس تصویر
تصویر کے
کے پردے
پردے میں
میں بھی
بھی عریاں
عریاں نکلا
زخم نے
نے داد
داد نہ
نہ دی
دی تنگئ
تنگئ دل
دل کی
کی یا
یا رب
تیر بھی
بھی سینۂ
سینۂ بسمل
بسمل سے
سے پرافشاں
پرافشاں نکلا
بوئے گل
گل نالۂ
نالۂ دل
دل دود
دود چراغ
چراغ محفل
جو تری
تری بزم
بزم سے
سے نکلا
نکلا سو
سو پریشاں
پریشاں نکلا
دل حسرت
حسرت زدہ
زدہ تھا
تھا مائدۂ
مائدۂ لذت
لذت درد
کام یاروں
یاروں کا
کا بہ
بہ قدر
قدر لب
لب دنداں
دنداں نکلا
تھی نوآموز
نوآموز فنا
فنا ہمت
ہمت دشوار
دشوار پسند
سخت مشکل
مشکل ہے
ہے کہ
کہ یہ
یہ کام
کام بھی
بھی آساں
آساں نکلا
دل میں
میں پھر
پھر گریہ
گریہ نے
نے اک
اک شور
شور اٹھایا
اٹھایا غالبؔ
آہ جو
جو قطرہ
قطرہ نہ
نہ نکلا
نکلا تھا
تھا سو
سو طوفاں
طوفاں نکلا
کارخانے سے
سے جنوں
جنوں کے
کے بھی
بھی میں
میں عریاں
عریاں نکلا
میری قسمت
قسمت کا
کا نہ
نہ ایک
ایک آدھ
آدھ گریباں
گریباں نکلا
ساغر جلوۂ
جلوۂ سرشار
سرشار ہے
ہے ہر
ہر ذرۂ
ذرۂ خاک
شوق دیدار
دیدار بلا
بلا آئنہ
آئنہ ساماں
ساماں نکلا
کچھ کھٹکتا
کھٹکتا تھا
تھا مرے
مرے سینے
سینے میں
میں لیکن
لیکن آخر
جس کو
کو دل
دل کہتے
کہتے تھے
تھے سو
سو تیر
تیر کا
کا پیکاں
پیکاں نکلا
کس قدر
قدر خاک
خاک ہوا
ہوا ہے
ہے دل
دل مجنوں
مجنوں یا
یا رب
نقش ہر
ہر ذرہ
ذرہ سویداۓ
سویداۓ بیاباں
بیاباں نکلا
شور رسوائی
رسوائی دل
دل دیکھ
دیکھ کہ
کہ یک
یک نالۂ
نالۂ شوق
لاکھ پردے
پردے میں
میں چھپا
چھپا پر
پر وہی
وہی عریاں
عریاں نکلا
شوخیٔ رنگ
رنگ حنا
حنا خون
خون وفا
وفا سے
سے کب
کب تک
آخر اے
اے عہد
عہد شکن
شکن تو
تو بھی
بھی پشیماں
پشیماں نکلا
جوہر ایجاد
ایجاد خط
خط سبز
سبز ہے
ہے خود
خود بینیٔ
بینیٔ حسن
جو نہ
نہ دیکھا
دیکھا تھا
تھا سو
سو آئینے
آئینے میں
میں پنہاں
پنہاں نکلا
میں بھی
بھی معذور
معذور جنوں
جنوں ہوں
ہوں اسدؔ
اسدؔ اے
اے خانہ
خانہ خراب
پیشوا لینے
لینے مجھے
مجھے گھر
گھر سے
سے بیاباں
بیاباں نکلا
دل مرا
مرا سوز
سوز نہاں
نہاں سے
سے بے
بے محابا
محابا جل
جل گیا
آتش خاموش
خاموش کی
کی مانند
مانند گویا
گویا جل
جل گیا
دل میں
میں ذوق
ذوق وصل
وصل یاد
یاد یار
یار تک
تک باقی
باقی نہیں
آگ اس
اس گھر
گھر میں
میں لگی
لگی ایسی
ایسی کہ
کہ جو
جو تھا
تھا جل
جل گیا
میں عدم
عدم سے
سے بھی
بھی پرے
پرے ہوں
ہوں ورنہ
ورنہ غافل
غافل بارہا
میری آہ
آہ آتشیں
آتشیں سے
سے بال
بال عنقا
عنقا جل
جل گیا
عرض کیجے
کیجے جوہر
جوہر اندیشہ
اندیشہ کی
کی گرمی
گرمی کہاں
کچھ خیال
خیال آیا
آیا تھا
تھا وحشت
وحشت کا
کا کہ
کہ صحرا
صحرا جل
جل گیا
دل نہیں
نہیں تجھ
تجھ کو
کو دکھاتا
دکھاتا ورنہ
ورنہ داغوں
داغوں کی
کی بہار
اس چراغاں
چراغاں کا
کا کروں
کروں کیا
کیا کار
کار فرما
فرما جل
جل گیا
میں ہوں
ہوں اور
اور افسردگی
افسردگی کی
کی آرزو
آرزو غالبؔ
غالبؔ کہ
کہ دل
دیکھ کر
کر طرز
طرز تپاک
تپاک اہل
اہل دنیا
دنیا جل
جل گیا
خانمان عاشقاں
عاشقاں دکان
دکان آتش
آتش باز
باز ہے
شعلہ رو
رو جب
جب ہو
ہو گئے
گئے گرم
گرم تماشا
تماشا جل
جل گیا
تا کجا
کجا افسوس
افسوس گرمی
گرمی ہاۓ
ہاۓ صحبت
صحبت اے
اے خیال
دل بہ
بہ سوز
سوز آتش
آتش داغ
داغ تمنا
تمنا جل
جل گیا
